Rank,Name,Age,City,Gender,Country,Source,Organization,Title,Year,Month,Networth,Category
2020,Bernard Lewis & family,97,London,M,United Kingdom,Fashion retailer,,,2023,4,1400,Fashion & Retail
2020,Li Jinyang,,Chifeng,F,China,Mining,,,2023,4,1400,Metals & Mining
2020,William Li,48,Beijing,M,China,Electric vehicles,,,2023,4,1400,Automotive
2020,Jenny Lindén Urnes,52,Helsingborg,F,Sweden,Powdered metal,,,2023,4,1400,Manufacturing
2020,Liu Fangyi,53,Shanghai,M,China,Medical equipment,,,2023,4,1400,Healthcare
2020,K.C. Liu,69,Taipei,M,Taiwan,Manufacturing,,,2023,4,1400,Technology
2020,Liu Ming Chung,60,Hong Kong,M,Hong Kong,Paper,,,2023,4,1400,Manufacturing
2020,Anatoly Lomakin,70,Moscow,M,Russia,Investments,,,2023,4,1400,Metals & Mining
2020,Brandt Louie,79,Vancouver,M,Canada,Drugstores,,,2023,4,1400,Food & Beverage
2020,Lucia Maggi & family,90,Rondonopolis,F,Brazil,Agribusiness,,Philanthropist,2023,4,1400,Diversified
2020,Gary Magness,69,Denver,M,United States,"Cable TV, investments",,,2023,4,1400,Media & Entertainment
2020,Mao Lixiang & family,82,Ningbo,M,China,Cooking appliances,,,2023,4,1400,Technology
2020,David McMurtry,82,Wotton-under-Edge,M,United Kingdom,Manufacturing,,,2023,4,1400,Manufacturing
2020,Deepak Mehta,66,Vadodara,M,India,Chemicals,,,2023,4,1400,Manufacturing
2020,Miao Shouliang,68,Shenzhen,M,China,Real estate,,,2023,4,1400,Real Estate
2020,Miao Yongjun,55,Zhengzhou,M,China,Clinical diagnostics,,,2023,4,1400,Healthcare
2020,Yoshiko Mori,82,Tokyo,F,Japan,Real estate,,,2023,4,1400,Real Estate
2020,Marius Nacht,57,Tel Aviv,M,Israel,Software,,,2023,4,1400,Technology
2020,Tadako Nakatani,,Kobe,F,Japan,Medical diagnostic equipment,,,2023,4,1400,Healthcare
2020,Vadim Novinsky,59,Kiev,M,Ukraine,Steel,,,2023,4,1400,Metals & Mining
2020,Niti Osathanugrah,49,Bangkok,M,Thailand,"Energy drinks,investments",,,2023,4,1400,Finance & Investments
2020,Gretel Packer,57,Sydney,F,Australia,Investments,,,2023,4,1400,Finance & Investments
2020,Pan Longquan,58,Nanjing,M,China,Manufacturing,,,2023,4,1400,Manufacturing
2020,Pan Shiyi,60,Beijing,M,China,Real estate,,,2023,4,1400,Real Estate
2020,David Paul,56,Audubon,M,United States,Medical devices,Globus Medical,Founder and Executive Chairman,2023,4,1400,Healthcare
2020,Tom Persson,38,Stockholm,M,Sweden,H&M,,,2023,4,1400,Fashion & Retail
2020,Qian Jinghong,50,Wuxi,F,China,Electric scooters,,,2023,4,1400,Automotive
2020,Qin Long,57,Qingdao,M,China,Tire,,,2023,4,1400,Manufacturing
2020,M.Satyanarayana Reddy,65,Hyderabad,M,India,Pharmaceuticals,,,2023,4,1400,Healthcare
2020,Mochtar Riady & family,93,Jakarta,M,Indonesia,Diversified,,,2023,4,1400,Diversified
2020,Rihanna,35,Los Angeles,F,United States,"Music, cosmetics",,Musician,2023,4,1400,Fashion & Retail
2020,Boris Rotenberg,66,Moscow,M,Russia,"Construction, pipes, chemicals",,,2023,4,1400,Construction & Engineering
2020,Subhash Runwal,79,Mumbai,M,India,Real estate,,,2023,4,1400,Real Estate
2020,Igor Rybakov,50,Moscow,M,Russia,Building materials,,,2023,4,1400,Manufacturing
2020,Carlos Sanchez,61,Santo Andre,M,Brazil,Generic drugs,,,2023,4,1400,Healthcare
2020,Martin Selig,85,Seattle,M,United States,Real estate,,,2023,4,1400,Real Estate
2020,Airat Shaimiev,61,Kazan,M,Russia,"Refinery, chemicals",,,2023,4,1400,Energy
2020,Radik Shaimiev,58,Kazan,M,Russia,"Refinery, chemicals",,,2023,4,1400,Energy
2020,Nobutoshi Shimamura,97,Saitama,M,Japan,Retail,,,2023,4,1400,Fashion & Retail
2020,Jared Smith,48,Provo,M,United States,Cloud computing,,,2023,4,1400,Technology
2020,Charlotte Soderstrom,46,Stockholm,F,Sweden,H&M,,,2023,4,1400,Fashion & Retail
2020,Anand Surana,52,Bangalore,M,India,Pharmaceuticals,,,2023,4,1400,Healthcare
2020,Dilip Surana,57,Bangalore,M,India,Pharmaceuticals,,,2023,4,1400,Healthcare
2020,Wilma Tisch,95,New York,F,United States,Diversified,,,2023,4,1400,Finance & Investments
2020,Jianyi Wang,60,Hangzhou,M,China,Fiber optic cables,,,2023,4,1400,Technology
2020,Wang Jilei,58,Shanghai,M,China,Logistics,,,2023,4,1400,Logistics
2020,Shuifu Wang,68,Hangzhou,M,China,Manufacturing,,,2023,4,1400,Manufacturing
2020,Wang Yanqing & family,76,Weihai,F,China,Carbon fiber products,,,2023,4,1400,Manufacturing
2020,Wang Zelong,26,Jiaozuo,M,China,Chemicals,,,2023,4,1400,Metals & Mining
2020,Werner O. Weber,84,Zurich,M,Switzerland,Electronic components,,,2023,4,1400,Manufacturing
2020,Anne Werninghaus,37,Joinville,F,Brazil,Industrial machinery,,,2023,4,1400,Manufacturing
2020,"Alfred West, Jr.",80,Paoli,M,United States,Money management,,,2023,4,1400,Finance & Investments
2020,Bo Wu,68,Nanjing,M,China,Machinery,,,2023,4,1400,Manufacturing
2020,Wu Chaoqun,53,Meishan,M,China,Chemicals,,,2023,4,1400,Manufacturing
2020,Swift Xie,43,Shenzhen,M,China,Drones,DJI Technology Co.,Chief Marketing Officer,2023,4,1400,Technology
2020,Xu Guozhong & family,59,Changzhou,M,China,Motors,,,2023,4,1400,Manufacturing
2020,Yao Kuizhang,58,Hengshui,M,China,Beverages,,,2023,4,1400,Food & Beverage
2020,Yu Peidi,63,Shanghai,M,China,Real estate,,,2023,4,1400,Real Estate
2020,Yuan Liping,52,Shenzhen,F,China,Pharmaceuticals,,,2023,4,1400,Healthcare
2020,Zhang Chuanwei & family,60,Zhongshan,M,China,Machinery,,,2023,4,1400,Manufacturing
2020,Zhang Keqiang,62,Guangzhou,M,China,Real estate,,,2023,4,1400,Real Estate
2020,Zhang Xin,57,Beijing,F,China,Real estate,SOHO China,"Cofounder, CEO",2023,4,1400,Real Estate
2020,Xinghai Zhang & family,60,Chongqing,M,China,Machinery,,,2023,4,1400,Manufacturing
2020,Zheng Jianjiang & family,62,Ningbo,M,China,Electrical equipment,,,2023,4,1400,Manufacturing
2020,Zhong Sheng Jian,65,Singapore,M,Singapore,Real estate,,,2023,4,1400,Real Estate
2020,Zhou Chengjian,57,Shanghai,M,China,Fashion retail,,,2023,4,1400,Fashion & Retail
2020,Boris Zingarevich,63,Saint Petersburg,M,Russia,"Pulp and paper, diversified",,,2023,4,1400,Diversified
2133,A. Jayson Adair,53,Dallas,M,United States,Damaged cars,,,2023,4,1300,Automotive
2133,Soegiarto Adikoesoemo,85,Surabaya,M,Indonesia,Chemicals,,,2023,4,1300,Logistics
2133,Rajendra Agarwal,64,Mumbai,M,India,Pharmaceuticals,,,2023,4,1300,Healthcare
2133,Chirayu Amin,76,Baroda,M,India,Pharmaceuticals,,,2023,4,1300,Healthcare
2133,Anant Asavabhokhin,72,Bangkok,M,Thailand,Real estate,,,2023,4,1300,Real Estate
2133,Roman Avdeev,55,Moscow,M,Russia,"Banking, development",,,2023,4,1300,Finance & Investments
2133,Ziv Aviram,64,Mevaseret Zion,M,Israel,Automotive technology,,,2023,4,1300,Automotive
2133,Sachin Bansal,41,Bangalore,M,India,Flipkart,,,2023,4,1300,Fashion & Retail
2133,Kiki Barki,83,Jakarta,M,Indonesia,Coal,,,2023,4,1300,Energy
2133,Elena Baturina,60,London,F,United Kingdom,"Investments, real estate",,,2023,4,1300,Construction & Engineering
2133,Banwari Lal Bawri,70,Mumbai,M,India,Pharmaceuticals,,,2023,4,1300,Healthcare
2133,Othman Benjelloun & family,90,Casablanca,M,Morocco,"Banking, insurance",,,2023,4,1300,Finance & Investments
2133,Hari Bhartia,66,Delhi,M,India,Diversified,,,2023,4,1300,Diversified
2133,Shyam Bhartia,70,Delhi,M,India,"Pharmaceuticals, food",,,2023,4,1300,Healthcare
2133,Stewart Butterfield,50,Aspen,M,United States,Messaging software,Slack,Cofounder and CEO,2023,4,1300,Technology
2133,Cai Mingtong,71,Quanzhou,M,China,Electronic components,,,2023,4,1300,Technology
2133,Anthony Casalena,40,Monkton,M,United States,Software,,,2023,4,1300,Technology
2133,Chang Jianming & family,58,Shanghai,M,China,Industrial equipment,,,2023,4,1300,Manufacturing
2133,Richard Chang,76,Taipei,M,Taiwan,"Real estate, electronics",,,2023,4,1300,Real Estate
2133,Chen Xuehua,62,Tongxiang,M,China,Minerals processing,,,2023,4,1300,Metals & Mining
2133,Chen Yin,50,Shanghai,M,China,Power tools,,,2023,4,1300,Manufacturing
2133,Chin Jong Hwa,64,Taoyuan,M,Taiwan,Auto parts,,,2023,4,1300,Automotive
2133,R. Marcelo Claure,52,Miami Beach,M,United States,Cell phone distribution,,,2023,4,1300,Telecom
2133,Alberto Cortina,77,Madrid,M,Spain,Investments,,,2023,4,1300,Finance & Investments
2133,Eduardo Costantini,76,Buenos Aires,M,Argentina,Real estate,,,2023,4,1300,Real Estate
2133,Wenjun Dai,54,Changsha,M,China,Food,,,2023,4,1300,Food & Beverage
2133,Anand Deshpande,60,Pune,M,India,Technology,,,2023,4,1300,Technology
2133,Aydin Dogan,86,Istanbul,M,Turkey,Media,,,2023,4,1300,Media & Entertainment
2133,Annalisa Doris,52,Segrate,F,Italy,Financial services,,,2023,4,1300,Finance & Investments
2133,Massimo Doris,55,Milan,M,Italy,Financial services,,,2023,4,1300,Finance & Investments
2133,Weimin Du,59,Shenzhen,M,China,Vaccines,,,2023,4,1300,Healthcare
2133,Timothy Dunn & family,67,Midland,M,United States,Energy,,,2023,4,1300,Energy
2133,Keiko Erikawa,74,Yokohama City,F,Japan,Video games,,,2023,4,1300,Media & Entertainment
2133,Yoichi Erikawa,72,Yokohama City,M,Japan,Video games,,,2023,4,1300,Media & Entertainment
2133,Philip Fayer,45,Montreal,M,Canada,Online payments,,,2023,4,1300,Finance & Investments
2133,Marvy Finger,87,Houston,M,United States,Real estate,,,2023,4,1300,Real Estate
2133,Simona Giorgetta,45,Milan,F,Italy,Chemical products,,,2023,4,1300,Construction & Engineering
2133,Joel Greenberg,65,Gladwyne,M,United States,"Trading, investments",,,2023,4,1300,Finance & Investments
2133,He Zhiping,59,Shenzhen,M,China,Investments,,,2023,4,1300,Finance & Investments
2133,Heikki Herlin,36,Helsinki,M,Finland,"Elevators, escalators",,,2023,4,1300,Manufacturing
2133,Hoi Kin Hong,70,Shanghai,M,China,Real estate,,,2023,4,1300,Real Estate
2133,Lillyn Teh Li Hua,,,F,,Finance,,,2023,4,1300,Finance & Investments
2133,Gregg Hymowitz,57,New York,M,United States,Asset management,,,2023,4,1300,Finance & Investments
2133,Mitchell Jacobson,72,Locust Valley,M,United States,Industrial equipment,,,2023,4,1300,Service
2133,Anurang Jain,61,Aurangabad,M,India,Auto parts,,,2023,4,1300,Manufacturing
2133,Jiang Guiting & family,64,Dezhou,M,China,Manufacturing,,,2023,4,1300,Manufacturing
2133,Jin Xin,56,Fuxin,M,China,Manufacturing,,,2023,4,1300,Manufacturing
2133,Conni Jonsson,62,Stockholm,M,Sweden,Asset management,,,2023,4,1300,Finance & Investments
2133,George Joseph,101,Los Angeles,M,United States,Insurance,,,2023,4,1300,Finance & Investments
2133,Laurent Junique,57,Singapore,M,Singapore,Call centers,,,2023,4,1300,Technology
2133,Zbigniew Juroszek & family,60,Cieszyn,M,Poland,"Real estate, gambling",,,2023,4,1300,Diversified
2133,Alexander Karp,55,Palo Alto,M,United States,Software firm,Palantir Technologies,Cofounder and CEO,2023,4,1300,Technology
2133,Joe Kiani,58,Irvine,M,United States,Medical devices,Masimo,Chairman and CEO,2023,4,1300,Healthcare
2133,Seth Klarman,65,Chestnut Hill,M,United States,Investments,Baupost Group,Investor,2023,4,1300,Finance & Investments
2133,Kagemasa Kozuki,82,Tokyo,M,Japan,Video games,,,2023,4,1300,Technology
2133,Michael Krasny,69,Highland Park,M,United States,Retail,Sawdust Investment Management Corp.,Investor,2023,4,1300,Technology
2133,Eduard Kucera,70,Prague,M,Czech Republic,Software,,,2023,4,1300,Technology
2133,Kristo Käärmann,42,London,M,United Kingdom,"Payments, banking",Wise,Cofounder,2023,4,1300,Finance & Investments
2133,Gary Lauder,60,Atherton,M,United States,Estée Lauder,,,2023,4,1300,Fashion & Retail
2133,Lee Hae-jin,55,Seoul,M,South Korea,Internet,NAVER Corp.,,2023,4,1300,Technology
2133,Art Levinson,73,Hillsborough,M,United States,"Genentech, Apple",,,2023,4,1300,Diversified
2133,Li Denghai,73,Laizhou,M,China,Seed production,,,2023,4,1300,Food & Beverage
2133,Fengluan Li,61,Ruzhou,F,China,"Steel, diversified",,,2023,4,1300,Diversified
2133,Li Yongqing,58,Hangzhou,M,China,Petro Firbe,,,2023,4,1300,Manufacturing
2133,Li Zhigang,46,Wuhan,M,China,Machinery,,,2023,4,1300,Manufacturing
2133,Liu Gexin & family,71,Chengdu,M,China,Pharmaceuticals,,,2023,4,1300,Healthcare
2133,Itamar Locks & family,68,Rondonopolis,M,Brazil,Agribusiness,,,2023,4,1300,Food & Beverage
2133,Lu Hongyan,45,Xiamen,M,China,Online games,,,2023,4,1300,Media & Entertainment
2133,Lv Jianming,58,Hangzhou,M,China,Medical equipment,,,2023,4,1300,Healthcare
2133,Blairo Maggi,66,Cuiaba,M,Brazil,Agribusiness,,,2023,4,1300,Food & Beverage
2133,Yasseen Mansour,61,Cairo,M,Egypt,Diversified,,,2023,4,1300,Diversified
2133,Charlwin Mao,,Shanghai,M,China,E-commerce,,,2023,4,1300,Fashion & Retail
2133,George Marcus,81,Los Altos Hills,M,United States,Real estate,,,2023,4,1300,Real Estate
2133,Yves-Loic Martin,57,Nantes,M,France,Laboratory services,,,2023,4,1300,Healthcare
2133,Carsten Maschmeyer,63,Munich,M,Germany,Finance services,,,2023,4,1300,Finance & Investments
2133,Lillian Teh Li Ming,,,F,,Banking,,,2023,4,1300,Finance & Investments
2133,Martin Moller Nielsen,58,Lugano,M,Switzerland,Aircraft leasing,,,2023,4,1300,Logistics
2133,Jahm Najafi,60,Paradise Valley,M,United States,Investments,,,2023,4,1300,Finance & Investments
2133,Randal Nardone,67,New York,M,United States,"Investments, energy",,,2023,4,1300,Finance & Investments
2133,Nguyen Dang Quang,59,Ho Chi Minh City,M,Vietnam,"Consumer products, banking",,,2023,4,1300,Food & Beverage
2133,Kazuo Okada,80,Tokyo,M,Japan,Casinos,,,2023,4,1300,Gambling & Casinos
2133,John Oyler,55,,M,United States,Biotech,,,2023,4,1300,Healthcare
2133,William Teh Lee Pang,,,M,,Banking,,,2023,4,1300,Finance & Investments
2133,George Pedersen & family,87,McLean,M,United States,Defense contractor,,,2023,4,1300,Manufacturing
2133,Qu Miranda,38,Shanghai,F,China,E-commerce,,,2023,4,1300,Fashion & Retail
2133,Jupally Rameshwar Rao,67,Hyderabad,M,India,Real estate,,,2023,4,1300,Real Estate
2133,G. M. Rao,72,Bangalore,M,India,Infrastructure,,,2023,4,1300,Logistics
2133,P.V. Ramprasad Reddy,65,Hyderabad,M,India,Pharmaceuticals,,,2023,4,1300,Healthcare
2133,Satish Reddy,55,Hyderabad,M,India,Pharmaceuticals,,,2023,4,1300,Healthcare
2133,Fernando Roig,75,Valencia,M,Spain,Supermarkets,,,2023,4,1300,Fashion & Retail
2133,Igor Rotenberg,49,Moscow,M,Russia,"Investments, real estate",,,2023,4,1300,Diversified
2133,Seifeddin Rustamov,60,,M,United States,Chemicals,,,2023,4,1300,Manufacturing
2133,Deniz Sahenk,77,Istanbul,F,Turkey,Diversified,,,2023,4,1300,Diversified
2133,Nobutada Saji,77,Tokyo,M,Japan,Beverages,,,2023,4,1300,Food & Beverage
2133,Hajime Satomi,81,Tokyo,M,Japan,"Video games, pachinko",,,2023,4,1300,Gambling & Casinos
2133,James Scapa,66,Atherton,M,United States,Software,,,2023,4,1300,Technology
2133,Stephan Schnabel,48,,M,,Chemicals,,,2023,4,1300,Manufacturing
2133,Devi Shetty,70,Bangalore,M,India,Healthcare,,,2023,4,1300,Healthcare
2133,Albert Shigaboutdinov,70,Kazan,M,Russia,"Refinery, chemicals",,,2023,4,1300,Diversified
2133,Diana Teh Li Shing,,,F,,Banking,,,2023,4,1300,Finance & Investments
2133,Denis Shtengelov,50,Gold Coast,M,Australia,"Food, retail",,,2023,4,1300,Food & Beverage
2133,Song Fei,56,Yantai,M,China,Machinery,,,2023,4,1300,Manufacturing
2133,Hal Steinbrenner,54,Tampa,M,United States,Sports,,,2023,4,1300,Sports
2133,Jessica Steinbrenner,59,Tampa,F,United States,Sports,,,2023,4,1300,Sports
2133,Jennifer Steinbrenner Swindal,63,Tampa,F,United States,Sports,,,2023,4,1300,Sports
2133,Konstantin Strukov & family,64,Chelyabinsk,M,Russia,"Gold, coal mining",,,2023,4,1300,Metals & Mining
2133,Rustem Sulteev,69,Kazan,M,Russia,"Refinery, chemicals",,,2023,4,1300,Energy
2133,Clemens Toennies,66,Rheda-Wiedenbrück,M,Germany,Meat processing,,,2023,4,1300,Food & Beverage
2133,Robert Toennies,44,Rheda-Wiedenbrück,M,Germany,Meat processing,,,2023,4,1300,Food & Beverage
2133,John Van Lieshout,77,Brisbane,M,Australia,Real estate,,,2023,4,1300,Real Estate
2133,Pongsak Viddayakorn,89,Bangkok,M,Thailand,Hospitals,,,2023,4,1300,Healthcare
2133,Wang Jianguo,63,Nanjing,M,China,Retail,,,2023,4,1300,Fashion & Retail
2133,Junjin Wang,54,Shanghai,M,China,Airline,,,2023,4,1300,Service
2133,Wang Mingwang,55,Shenzhen,M,China,Electronics components,,,2023,4,1300,Manufacturing
2133,Wei Lidong & family,47,Shanghai,M,China,Software,,,2023,4,1300,Technology
2133,Myron Wentz,83,Grand Cayman,M,Cayman Islands,Health products,,,2023,4,1300,Fashion & Retail
2133,Wu Xiaoge,50,Chengdu,F,China,Battery components,,,2023,4,1300,Manufacturing
2133,Wu Xushun & family,74,Wuhu,M,China,Internet,,,2023,4,1300,Diversified
2133,Xiong Xiaochuan,57,Shenzhen,M,China,Medical devices,,,2023,4,1300,Healthcare
2133,Xu Shaochun,60,Shenzhen,M,China,Software,,,2023,4,1300,Technology
2133,Yan Jane & family,53,Beijing,F,China,Software,,,2023,4,1300,Technology
2133,Zeng Chaoyi,54,Changsha,M,China,Aluminum products,,,2023,4,1300,Manufacturing
2133,Peng Zhao,52,Beijing,M,China,Online recruitment,,,2023,4,1300,Service
2133,Zhao Tongtong,56,Hong Kong,F,Hong Kong,Hotels,,,2023,4,1300,Service
2133,Kostyantin Zhevago,49,Kiev,M,Ukraine,Mining,,,2023,4,1300,Metals & Mining
2133,Zong Yanmin,,Jinan,M,China,Semiconductor materials,,,2023,4,1300,Manufacturing
2259,Sanjay Agarwal,52,Jaipur,M,India,Banking,,,2023,4,1200,Finance & Investments
2259,Hamad bin Jassim bin Jaber Al Thani,63,Doha,M,Qatar,Investments,,,2023,4,1200,Finance & Investments
2259,Joao Alves de Queiroz Filho,70,São Paulo,M,Brazil,Pharmaceuticals,,,2023,4,1200,Diversified
2259,Jose Maria Aristrain,60,Gstaad,M,Switzerland,Steel,,,2023,4,1200,Metals & Mining
2259,Michael Arougheti,50,Nyack,M,United States,Finance,,,2023,4,1200,Finance & Investments
2259,Tope Awotona,41,Atlanta,M,United States,Software,Calendly,,2023,4,1200,Technology
2259,Mehmet Aydinlar,66,Istanbul,M,Turkey,Hospitals,,,2023,4,1200,Healthcare
2259,Danna Azrieli,55,Herzliya,F,Israel,Real estate,,,2023,4,1200,Real Estate
2259,Naomi Azrieli,57,Toronto,F,Canada,Real estate,,,2023,4,1200,Real Estate
2259,Sharon Azrieli,62,Montreal,F,Canada,Real estate,,,2023,4,1200,Real Estate
2259,Bai Houshan,59,Ningbo,M,China,Lithium battery,,,2023,4,1200,Energy
2259,Thomas Bailey,86,Aspen,M,United States,Money management,,,2023,4,1200,Finance & Investments
2259,Bernhard Braun-Luedicke,46,Melsungen,M,Germany,Medical technology,,,2023,4,1200,Healthcare
2259,Eva Maria Braun-Luedicke,36,Melsungen,F,Germany,Medical technology,,,2023,4,1200,Healthcare
2259,Friederike Braun-Luedicke,39,Melsungen,F,Germany,Medical technology,,,2023,4,1200,Healthcare
2259,Jeffrey Cheah,78,Kuala Lumpur,M,Malaysia,"Property, healthcare",,,2023,4,1200,Real Estate
2259,Chen Xianbao & family,63,Hefei,M,China,Food,,,2023,4,1200,Food & Beverage
2259,Cheng Xianfeng,54,Hefei,M,China,Pharmaceuticals,,,2023,4,1200,Healthcare
2259,Chung Yong-jin,54,Seoul,M,South Korea,Retail,Shinsegae,,2023,4,1200,Fashion & Retail
2259,Darwin Deason,82,Dallas,M,United States,Software,,,2023,4,1200,Service
2259,Diego Della Valle,69,Sant'' Elpidio A Mare,M,Italy,Shoes,,,2023,4,1200,Fashion & Retail
2259,Ashwin Desai,71,Surat,M,India,Specialty chemicals,,,2023,4,1200,Manufacturing
2259,Richard Desmond,71,London,M,United Kingdom,Publishing,,,2023,4,1200,Media & Entertainment
2259,Ding Shui Po,52,Quanzhou,M,China,"Sneakers, sportswear",,,2023,4,1200,Fashion & Retail
2259,Sefik Yilmaz Dizdar,85,Istanbul,M,Turkey,Fashion retail,,,2023,4,1200,Fashion & Retail
2259,Mathias Doepfner,60,Potsdam,M,Germany,Media,,,2023,4,1200,Media & Entertainment
2259,Farhad Ebrahimi,84,Denver,M,United States,Solar panels,,,2023,4,1200,Manufacturing
2259,Jose Roberto Ermirio de Moraes,65,Sao Paulo,M,Brazil,Diversified,,,2023,4,1200,Diversified
2259,Jose Ermirio de Moraes Neto,70,Sao Paulo,M,Brazil,Diversified,,,2023,4,1200,Diversified
2259,Fang Hongbo,56,Shunde,M,China,Home appliances,,,2023,4,1200,Manufacturing
2259,David Feffer,66,São Paulo,M,Brazil,Pulp and paper,,,2023,4,1200,Manufacturing
2259,Zsolt Felcsuti,51,,M,Hungary,Manufacturing,,,2023,4,1200,Manufacturing
2259,Ben Francis,30,Birmingham,M,United Kingdom,Fitness clothing,,,2023,4,1200,Fashion & Retail
2259,Gary Friedman,65,Belvedere,M,United States,Furniture retail,,,2023,4,1200,Fashion & Retail
2259,Dan Gertler,49,Bnei Brak,M,Israel,Mining,,,2023,4,1200,Metals & Mining
2259,Balkrishan Goenka,56,Mumbai,M,India,Textiles,,,2023,4,1200,Manufacturing
2259,Lawrence Golub,63,New York,M,United States,Private equity,,Investor,2023,4,1200,Finance & Investments
2259,Saroj Rani Gupta,72,Delhi,F,India,Steel tubes,,,2023,4,1200,Manufacturing
2259,Anthony Hall,67,Melbourne,M,Australia,Technology,,,2023,4,1200,Technology
2259,Fahed Hariri,42,London,M,United Kingdom,"Construction, investments",,,2023,4,1200,Construction & Engineering
2259,Richard Hayne,75,Philadelphia,M,United States,Urban Outfitters,Urban Outfitters Inc.,"Chairman, President & Chief Executive Officer",2023,4,1200,Fashion & Retail
2259,Michael Heine,73,Melbourne,M,Australia,Financial services,,,2023,4,1200,Finance & Investments
2259,Orion Hindawi,43,Seattle,M,United States,Software,Tanium,CEO,2023,4,1200,Technology
2259,Lawrence Ho,46,Hong Kong,M,Hong Kong,Casinos,,,2023,4,1200,Gambling & Casinos
2259,Huang Guanlin,58,Ningbo,M,China,"Textiles, apparel",,,2023,4,1200,Fashion & Retail
2259,Sam Hupert,68,Melbourne,M,Australia,Technology,,,2023,4,1200,Technology
2259,Mohammed Ibrahim,76,London,M,United Kingdom,Communications,Mo Ibrahim Foundation,Founder,2023,4,1200,Telecom
2259,Shirley Kao,66,Tainan,F,Taiwan,Food & beverage retailing,,,2023,4,1200,Food & Beverage
2259,David Kaplan,55,Los Angeles,M,United States,Finance,,,2023,4,1200,Finance & Investments
2259,Kim Kardashian,42,Hidden Hills,F,United States,"Shapewear, cosmetics, reality TV",,Personality,2023,4,1200,Fashion & Retail
2259,Ke Guihua,57,Shanghai,M,China,Auto parts,,,2023,4,1200,Manufacturing
2259,Ke Yunfeng & family,56,Guangzhou,M,China,Retailing,,,2023,4,1200,Healthcare
2259,Alexander Klyachin,55,Moscow,M,Russia,Real estate,,,2023,4,1200,Real Estate
2259,Christine Knauf,,Berlin,F,Germany,Building materials,,,2023,4,1200,Manufacturing
2259,Karl Knauf,,Iphofen,M,Germany,Building materials,,,2023,4,1200,Manufacturing
2259,Suresh Krishna,86,Chennai,M,India,Auto parts,,,2023,4,1200,Automotive
2259,Guy Laliberté,63,Montreal,M,Canada,Cirque du Soleil,Cirque du Soleil,Cofounder and CEO,2023,4,1200,Media & Entertainment
2259,Lee Su-jin,45,,M,South Korea,Hospitality,,,2023,4,1200,Technology
2259,Li Guoqing,53,Hangzhou,M,China,Petro Fibre,,,2023,4,1200,Manufacturing
2259,Li Li,59,Shenzhen,M,China,Pharmaceuticals,,,2023,4,1200,Healthcare
2259,Li Ruiqiang,43,Beijing,M,China,Medical services,,,2023,4,1200,Healthcare
2259,Zhen Li & family,59,Hefei,M,China,Lithium batteries,,,2023,4,1200,Manufacturing
2259,Guangwei Liang,59,Shenzhen,M,China,Conglomerate,,,2023,4,1200,Manufacturing
2259,Liu Ming Hui,60,Hong Kong,M,Hong Kong,Natural gas distribution,,,2023,4,1200,Energy
2259,Frederic Luddy,68,San Diego,M,United States,Software,ServiceNow,Founder and Chief Product Officer,2023,4,1200,Technology
2259,"Cargill MacMillan, III.",63,Boulder,M,United States,Cargill,,,2023,4,1200,Food & Beverage
2259,John MacMillan,73,Plymouth,M,United States,Cargill,,,2023,4,1200,Food & Beverage
2259,Martha MacMillan,71,Orono,F,United States,Cargill,,,2023,4,1200,Food & Beverage
2259,William MacMillan,68,Englewood,M,United States,Cargill,,,2023,4,1200,Food & Beverage
2259,Keshub Mahindra,99,Mumbai,M,India,Diversified,,,2023,4,1200,Diversified
2259,Mao Zhongwu,60,Changsha,M,China,Manufacturing,,,2023,4,1200,Manufacturing
2259,Jorge Mas,60,Miami,M,United States,Construction,,,2023,4,1200,Construction & Engineering
2259,Lorinc Meszaros,57,Felcsút,M,Hungary,Diversified,,,2023,4,1200,Diversified
2259,Jeffrey Michael & family,66,Minnetonka,M,United States,Data management,,,2023,4,1200,Technology
2259,Alan Miller & family,85,Lower Merion,M,United States,Healthcare services,,,2023,4,1200,Healthcare
2259,Ulrich Mommert & family,82,,M,,Lighting,,,2023,4,1200,Automotive
2259,Neide Helena de Moraes,68,Sao Paulo,F,Brazil,Diversified,,,2023,4,1200,Diversified
2259,Scott Nuttall,50,New York,M,United States,Private equity,,,2023,4,1200,Finance & Investments
2259,Kailashchandra Nuwal,65,,M,,Industrial explosives,,,2023,4,1200,Manufacturing
2259,Axel Oberwelland & family,56,Berlin,M,Germany,Candy,,,2023,4,1200,Food & Beverage
2259,Jonathan Oringer,48,Miami Beach,M,United States,Stock photos,,,2023,4,1200,Technology
2259,Vitaly Orlov,58,Murmansk,M,Russia,Fisheries,,,2023,4,1200,Food & Beverage
2259,Jose Isaac Peres & family,82,Rio de Janeiro,M,Brazil,Shopping malls,,,2023,4,1200,Real Estate
2259,Markus Persson,43,Stockholm,M,Sweden,Computer games,,,2023,4,1200,Media & Entertainment
2259,Mark Pincus,57,San Francisco,M,United States,Online games,Zynga Inc,Chairman,2023,4,1200,Technology
2259,Murdaya Poo,82,Jakarta,M,Indonesia,Diversified,,,2023,4,1200,Diversified
2259,Forrest Preston,90,Cleveland,M,United States,Health care,,,2023,4,1200,Healthcare
2259,Qian Ying,57,Nanyang,F,China,Pig breeding,,,2023,4,1200,Food & Beverage
