Rank,Name,Age,City,Gender,Country,Source,Organization,Title,Year,Month,Networth,Category
261,Eric Wittouck,76,,M,Monaco,Investments,,,2023,4,8000,Finance & Investments
268,Orlando Bravo,52,Miami Beach,M,United States,Private equity,,,2023,4,7900,Finance & Investments
268,Ding Shizhong,52,Quanzhou,M,China,Sports apparel,,,2023,4,7900,Fashion & Retail
268,Nancy Walton Laurie,71,Henderson,F,United States,Walmart,,,2023,4,7900,Fashion & Retail
268,Jay Y. Lee,54,Seoul,M,South Korea,Samsung,,,2023,4,7900,Technology
268,Ramzi Musallam,54,New York,M,United States,Private equity,,,2023,4,7900,Finance & Investments
268,David Shaw,72,New York,M,United States,Hedge funds,"D. E. Shaw & Co., L.P.",Founder,2023,4,7900,Finance & Investments
268,Andrei Skoch & family,57,Moscow,M,Russia,Metals and mining,,,2023,4,7900,Metals & Mining
268,Georg Stumpf,50,Vienna,M,Austria,"Real estate, construction",,,2023,4,7900,Diversified
276,Rocco Commisso,73,Saddle River,M,United States,Telecom,,,2023,4,7800,Telecom
276,Li Shuirong & family,66,Hangzhou,M,China,Petrochemicals,,,2023,4,7800,Manufacturing
276,Lin Shu-hong,94,Taipei,M,Taiwan,Petrochemicals,,,2023,4,7800,Manufacturing
276,Qi Shi & family,53,Shanghai,M,China,Financial information,,,2023,4,7800,Technology
276,Yao Liangsong,58,Guangzhou,M,China,Furniture,,,2023,4,7800,Manufacturing
276,Zhang Congyuan,75,Taoyuan,M,Taiwan,Shoes,,,2023,4,7800,Fashion & Retail
282,Jean-Michel Besnier,55,Laval,M,France,Cheese,,,2023,4,7700,Food & Beverage
282,Marie Besnier Beauvalot,42,Laval,F,France,Cheese,,,2023,4,7700,Food & Beverage
282,David Geffen,80,Beverly Hills,M,United States,"Movies, record labels",DreamWorks Animation SKG Inc. (Cl A),Cofounder,2023,4,7700,Media & Entertainment
282,Robin Li,54,Beijing,M,China,Internet search,Baidu.com,Founder and CEO,2023,4,7700,Technology
282,Liu Yonghao & family,71,Chengdu,M,China,Agribusiness,,,2023,4,7700,Service
282,Henry Samueli,68,Newport Beach,M,United States,Semiconductors,Broadcom,"Cofounder, Chief Technology Officer and Chairman",2023,4,7700,Technology
282,Reinhold Schmieding,68,Naples,M,United States,Medical devices,,,2023,4,7700,Healthcare
282,Ivar Tollefsen,61,Oslo,M,Norway,Real estate,,,2023,4,7700,Real Estate
290,Cao Renxian,54,Hefei,M,China,Photovoltaic equipment,,,2023,4,7600,Energy
290,Hasmukh Chudgar & family,89,Ahmedabad,M,India,Pharmaceuticals,,,2023,4,7600,Healthcare
290,Andrew Currie,67,London,M,United Kingdom,Chemicals,,,2023,4,7600,Manufacturing
290,Joe Gebbia,41,Austin,M,United States,Airbnb,"Airbnb, Inc.",Cofounder & Chair of Airbnb.org,2023,4,7600,Technology
290,Philip Ng,64,Singapore,M,Singapore,Real Estate,,,2023,4,7600,Real Estate
290,John Reece,66,London,M,United Kingdom,Chemicals,,,2023,4,7600,Manufacturing
290,Leonard Stern,85,New York,M,United States,Real estate,"Hartz Mountain Industries, Inc.",Chairman and CEO,2023,4,7600,Real Estate
290,Joseph Tsai,59,Hong Kong,M,Hong Kong,E-commerce,,,2023,4,7600,Technology
290,Zhong Huijuan,62,Shanghai,F,China,Pharmaceuticals,,,2023,4,7600,Healthcare
299,Arthur Blank,80,Atlanta,M,United States,Home Depot,Atlanta Falcons,Chairman,2023,4,7500,Sports
299,Charles Butt,85,San Antonio,M,United States,Supermarkets,,,2023,4,7500,Fashion & Retail
299,Ding Shijia,59,Quanzhou,M,China,Sports apparel,,,2023,4,7500,Fashion & Retail
299,"Paul Tudor Jones, II.",68,Palm Beach,M,United States,Hedge funds,Tudor Investment Corporation,Founder,2023,4,7500,Finance & Investments
299,Henry Kravis,79,New York,M,United States,Private equity,KKR & Co.,Co-Chair and Co-CEO,2023,4,7500,Finance & Investments
299,Zhang Yong,52,Singapore,M,Singapore,Restaurants,,,2023,4,7500,Food & Beverage
305,James Goodnight,80,Cary,M,United States,Software,SAS Institute,CEO,2023,4,7400,Technology
305,Sri Prakash Lohia,70,London,M,United Kingdom,Petrochemicals,,,2023,4,7400,Manufacturing
305,Ma Jianrong,59,Ningbo,M,China,"Textiles, apparel",,,2023,4,7400,Fashion & Retail
305,Robert Ng,71,Singapore,M,Singapore,Real estate,,,2023,4,7400,Real Estate
305,Steven Rales,72,Santa Barbara,M,United States,"Manufacturing, investments",Danaher,Investor,2023,4,7400,Manufacturing
305,Nassef Sawiris,62,Cairo,M,Egypt,"Construction, investments",,,2023,4,7400,Construction & Engineering
305,Harry Stine,81,Adel,M,United States,Agriculture,,,2023,4,7400,Food & Beverage
312,Benu Gopal Bangur,91,Kolkata,M,India,Cement,,,2023,4,7300,Manufacturing
312,Iskander Makhmudov,59,Moscow,M,Russia,"Mining, metals, machinery",,,2023,4,7300,Metals & Mining
312,Anders Holch Povlsen,50,Aarhus,M,Denmark,Fashion retail,,,2023,4,7300,Fashion & Retail
312,Enrique Razon Jr.,63,Manila,M,Philippines,Ports,,,2023,4,7300,Logistics
312,Wang Laichun,55,Shenzhen,F,China,Electronics components,,,2023,4,7300,Technology
317,Arthur Dantchik,65,Gladwyne,M,United States,"Trading, investments",,,2023,4,7200,Finance & Investments
317,Terry Gou,72,Taipei,M,Taiwan,Electronics,Hon Hai Precision Industries,CEO,2023,4,7200,Technology
317,Jeff Greene,68,Palm Beach,M,United States,"Real estate, investments",,,2023,4,7200,Real Estate
317,Don Hankey,79,Malibu,M,United States,Auto loans,Hankey Group,Chairman,2023,4,7200,Finance & Investments
317,Richard Kinder,78,Houston,M,United States,Pipelines,Kinder Morgan Inc,Chairman and CEO,2023,4,7200,Energy
317,Guillaume Pousaz,41,Dubai,M,United Arab Emirates,Fintech,,,2023,4,7200,Finance & Investments
317,Takahisa Takahara,61,Tokyo,M,Japan,Personal care goods,,,2023,4,7200,Fashion & Retail
317,Zong Qinghou,77,Hangzhou,M,China,Beverages,Hangzhou Wahaha Group,Chairman,2023,4,7200,Food & Beverage
325,Judy Faulkner,79,Madison,F,United States,Healthcare software,Epic Systems,Founder and CEO,2023,4,7100,Technology
325,Johann Graf,76,Vienna,M,Austria,Gambling,,,2023,4,7100,Gambling & Casinos
325,Tamara Gustavson,61,Lexington,F,United States,Self storage,,,2023,4,7100,Service
325,Liang Wengen,66,Changsha,M,China,Construction equipment,,,2023,4,7100,Manufacturing
325,Frederik Paulsen,72,Lausanne,M,Switzerland,Health care,,,2023,4,7100,Healthcare
325,Wee Cho Yaw,94,Singapore,M,Singapore,Banking,,,2023,4,7100,Finance & Investments
325,Zhang Hejun,71,Ningbo,M,China,Electronics,,,2023,4,7100,Manufacturing
332,Marc Benioff,58,San Francisco,M,United States,Business software,Salesforce.com,Chairman and CEO,2023,4,7000,Technology
332,Dmitri Bukhman,37,London,M,United Kingdom,Online games,,,2023,4,7000,Media & Entertainment
332,Igor Bukhman,41,London,M,United Kingdom,Online games,,,2023,4,7000,Media & Entertainment
332,Jack Dangermond,77,Redlands,M,United States,Mapping software,,,2023,4,7000,Technology
332,Ashwin Dani & family,80,Mumbai,M,India,Paints,,,2023,4,7000,Manufacturing
332,Ralph Lauren,83,New York,M,United States,Apparel,Ralph Lauren,Chairman ,2023,4,7000,Fashion & Retail
332,Law Kar Po,74,Hong Kong,M,Hong Kong,Real estate,,,2023,4,7000,Real Estate
332,Rohiqa Cyrus Mistry,55,Mumbai,F,India,Diversified,,,2023,4,7000,Diversified
332,Shapoor Mistry,58,Mumbai,M,India,Diversified,,,2023,4,7000,Diversified
332,J. Christopher Reyes,69,Hobe Sound,M,United States,Food distribution,"Reyes Holdings, LLC",Co-Chairman,2023,4,7000,Food & Beverage
332,Jude Reyes,67,Palm Beach,M,United States,Food distribution,"Reyes Holdings, LLC",Co-Chairman,2023,4,7000,Food & Beverage
332,Don Vultaggio & family,71,Port Washington,M,United States,Beverages,,,2023,4,7000,Food & Beverage
344,Alejandro Bailleres Gual & family,62,,M,Mexico,Diversified,,,2023,4,6900,Diversified
344,Edythe Broad & family,87,Los Angeles,F,United States,"Homebuilding, insurance",,,2023,4,6900,Diversified
344,Pauline MacMillan Keinath,89,St. Louis,F,United States,Cargill,,,2023,4,6900,Food & Beverage
344,Philippe Laffont,55,New York,M,United States,Hedge fund,Coatue Management,Founder,2023,4,6900,Finance & Investments
344,Liu Jincheng & family,58,Huizhou,M,China,Lithium batteries,,,2023,4,6900,Manufacturing
344,Igor Olenicoff,80,Lighthouse Point,M,United States,Real estate,,,2023,4,6900,Real Estate
344,Sandra Ortega Mera,54,La Coruna,F,Spain,Zara,,,2023,4,6900,Fashion & Retail
344,Ronda Stryker,68,Portage,F,United States,Medical equipment,,,2023,4,6900,Healthcare
352,Dannine Avara,59,Houston,F,United States,Pipelines,,,2023,4,6800,Energy
352,Silvio Berlusconi & family,86,Milan,M,Italy,Media,,,2023,4,6800,Diversified
352,Denise Coates,55,Stoke-on-Trent,F,United Kingdom,Online gambling,,,2023,4,6800,Gambling & Casinos
352,Scott Duncan,40,Houston,M,United States,Pipelines,,,2023,4,6800,Energy
352,Milane Frantz,53,Houston,F,United States,Pipelines,,,2023,4,6800,Energy
352,"Edward Johnson, IV.",58,Boston,M,United States,Fidelity,,,2023,4,6800,Finance & Investments
352,Yuri Milner,61,Los Altos,M,United States,Tech investments,DST Global,Investor,2023,4,6800,Finance & Investments
352,Gordon Moore,94,Woodside,M,United States,Intel,Intel Corp.,Cofounder and Chairman Emeritus,2023,4,6800,Technology
352,John Overdeck,53,Millburn,M,United States,Hedge funds,Two Sigma,Investor,2023,4,6800,Finance & Investments
352,David Siegel,61,Scarsdale,M,United States,Hedge funds,Two Sigma,Investor,2023,4,6800,Finance & Investments
352,Viktor Vekselberg,65,Moscow,M,Russia,"Metals, investments",,,2023,4,6800,Diversified
352,Wang Laisheng,58,Shenzhen,M,China,Electronics components,,,2023,4,6800,Technology
352,Randa Duncan Williams,61,Houston,F,United States,Pipelines,Enterprise GP Holdings,Non-Executive Chairman of the Board,2023,4,6800,Energy
365,Ken Fisher,72,Dallas,M,United States,Money management,,,2023,4,6700,Finance & Investments
365,Christopher Hohn,56,London,M,United Kingdom,Hedge funds,The Children's Investment Fund Management,Investor,2023,4,6700,Finance & Investments
365,Kjeld Kirk Kristiansen,75,Billund,M,Denmark,Lego,,,2023,4,6700,Manufacturing
365,Sofie Kirk Kristiansen,47,Billund,F,Denmark,Lego,,,2023,4,6700,Manufacturing
365,Thomas Kirk Kristiansen,44,Billund,M,Denmark,Lego,,,2023,4,6700,Manufacturing
365,Massimiliana Landini Aleotti & family,80,Fiesole,F,Italy,Pharmaceuticals,,,2023,4,6700,Healthcare
365,Li Ping,55,Ningde,M,China,Batteries,,,2023,4,6700,Automotive
365,Lin Jianhua,60,Hangzhou,M,China,Solar panel components,,,2023,4,6700,Manufacturing
365,Magdalena Martullo-Blocher,54,Feldmeilen,F,Switzerland,Chemicals,,,2023,4,6700,Manufacturing
365,Xavier Niel,55,Paris,M,France,"Internet, telecom",,,2023,4,6700,Telecom
365,Terrence Pegula,72,Boca Raton,M,United States,Natural gas,Buffalo Sabres,Owner,2023,4,6700,Energy
365,"Edward Roski, Jr.",84,Los Angeles,M,United States,Real estate,"Majestic Realty, Co.",President and Chairman,2023,4,6700,Real Estate
365,John A. Sobrato & family,83,Atherton,M,United States,Real estate,Sobrato Development Cos.,Founder and Chairman,2023,4,6700,Real Estate
365,George Soros,92,Katonah,M,United States,Hedge funds,Soros Fund Management LLC,Founder,2023,4,6700,Finance & Investments
365,David Sun,71,Irvine,M,United States,Computer hardware,Kingston Technology Corporation,COO,2023,4,6700,Technology
365,Agnete Kirk Thinggaard,39,Billund,F,Denmark,Lego,,,2023,4,6700,Manufacturing
365,John Tu,81,Rolling Hills,M,United States,Computer hardware,Kingston Technology Corporation,President,2023,4,6700,Technology
365,Xu Shihui,65,Quanzhou,M,China,"Snacks, beverages",,,2023,4,6700,Food & Beverage
383,Rahel Blocher,47,Wilen bei Wollerau,F,Switzerland,Chemicals,,,2023,4,6600,Manufacturing
383,Bubba Cathy,68,Atlanta,M,United States,Chick-fil-A,,,2023,4,6600,Food & Beverage
383,Dan Cathy,70,Atlanta,M,United States,Chick-fil-A,,,2023,4,6600,Food & Beverage
383,Trudy Cathy White,67,Hampton,F,United States,Chick-fil-A,,,2023,4,6600,Food & Beverage
383,Bruce Kovner,78,New York,M,United States,Hedge funds,Caxton Associates LP,Founder,2023,4,6600,Finance & Investments
383,"Henry Nicholas, III.",63,Newport Coast,M,United States,Semiconductors,Broadcom,Cofounder,2023,4,6600,Technology
383,Nadia Thiele,47,Munich,F,Germany,Investments,,,2023,4,6600,Finance & Investments
390,David Bonderman,80,Fort Worth,M,United States,Private equity,,,2023,4,6500,Finance & Investments
390,Melinda French Gates,58,Medina,F,United States,Microsoft,Bill & Melinda Gates Foundation,Cochair,2023,4,6500,Technology
390,Nathan Kirsh,91,Ezulwini,M,Eswatini (Swaziland),"Retail, real estate",,,2023,4,6500,Fashion & Retail
390,Annette Lerner & family,93,Chevy Chase,F,United States,Real estate,,,2023,4,6500,Real Estate
390,David Reuben,84,London,M,United Kingdom,"Investments, real estate",,,2023,4,6500,Real Estate
390,Simon Reuben,81,Monaco,M,Monaco,"Real estate, investments",,,2023,4,6500,Diversified
390,Radovan Vitek,51,Crans Montana,M,Switzerland,Real estate,,,2023,4,6500,Real Estate
397,Carl Bennet,71,Gothenberg,M,Sweden,Investments,,,2023,4,6400,Finance & Investments
397,Stephen Bisciotti,62,Hobe Sound,M,United States,"Staffing, Baltimore Ravens",Baltimore Ravens,Owner,2023,4,6400,Sports
397,Stanley Druckenmiller,69,New York,M,United States,Hedge funds,Duquesne Family Office,Founder,2023,4,6400,Finance & Investments
397,Jian Jun,59,Beijing,F,China,Biomedical products,,,2023,4,6400,Healthcare
397,Alexei Kuzmichev,60,Paris,M,France,"Oil, banking, telecom",,,2023,4,6400,Energy
397,Dmitry Rybolovlev & family,56,Monaco,M,Monaco,Fertilizer,,,2023,4,6400,Manufacturing
397,Luis Carlos Sarmiento,90,Bogota,M,Colombia,Banking,,,2023,4,6400,Finance & Investments
397,Dennis Washington,88,Missoula,M,United States,"Construction, mining",,,2023,4,6400,Logistics
405,Anthony Bamford & family,77,Gloucestershire,M,United Kingdom,Construction equipment,,,2023,4,6300,Construction & Engineering
405,Gao Jifan & family,58,Changzhou,M,China,Solar equipment,,,2023,4,6300,Energy
405,John Grayken,66,London,M,United Kingdom,Private equity,,Investor,2023,4,6300,Finance & Investments
405,Alain Merieux & family,85,Lyon,M,France,Pharmaceuticals,,,2023,4,6300,Healthcare
405,Wang Yusuo & family,59,Langfang,M,China,Natural gas distribution,,,2023,4,6300,Energy
405,Stef Wertheimer & family,96,Tel Aviv,M,Israel,Metalworking tools,,,2023,4,6300,Manufacturing
411,Maria Asuncion Aramburuzabala & family,59,Mexico City,F,Mexico,"Beer, investments",,,2023,4,6200,Food & Beverage
411,Gustaf Douglas,85,Stockholm,M,Sweden,Investments,,,2023,4,6200,Diversified
411,Frits Goldschmeding,89,Amsterdam,M,Netherlands,Temp agency,,,2023,4,6200,Service
411,Lin Muqin & family,59,Shenzhen,M,China,Beverages,,,2023,4,6200,Food & Beverage
411,Ruan Liping,58,Ningbo,M,China,Power strips,,,2023,4,6200,Manufacturing
411,Ruan Xueping,51,Ningbo,M,China,Power strip,,,2023,4,6200,Manufacturing
411,Michal Solowow,60,Kielce,M,Poland,Investments,,,2023,4,6200,Finance & Investments
418,Mike Adenuga,69,Lagos,M,Nigeria,"Telecom, oil",,,2023,4,6100,Diversified
418,Tom Gores,58,Beverly Hills,M,United States,Private equity,,,2023,4,6100,Finance & Investments
418,Michael Herz,79,Hamburg,M,Germany,Coffee,,,2023,4,6100,Fashion & Retail
418,Wolfgang Herz,72,Hamburg,M,Germany,Coffee,,,2023,4,6100,Fashion & Retail
418,Michael Kadoorie,81,Hong Kong,M,Hong Kong,"Hotels, energy",,,2023,4,6100,Energy
418,Sunil Mittal,65,,M,,Telecom,,,2023,4,6100,Telecom
418,Zhou Qunfei,53,Hong Kong,F,Hong Kong,Smartphone screens,Lens Technology,Founder and CEO,2023,4,6100,Technology
425,Alexander Abramov,64,Moscow,M,Russia,"Steel, mining",,,2023,4,6000,Metals & Mining
425,Rene Benko,46,,M,Austria,"Real estate, retail",,,2023,4,6000,Real Estate
425,Neil Bluhm,85,Chicago,M,United States,Real estate,,,2023,4,6000,Real Estate
425,Alain Bouchard,74,Montreal,M,Canada,Convinience stores,Alimentation Couche Tard Inc. Cl A,Chairman and CEO,2023,4,6000,Fashion & Retail
425,Jay Chaudhry,63,Reno,M,United States,Security software,,,2023,4,6000,Technology
425,Gopikishan Damani,65,Mumbai,M,India,"Retail, investments",,,2023,4,6000,Fashion & Retail
425,Sumet Jiaravanon,88,Bangkok,M,Thailand,Diversified,,,2023,4,6000,Diversified
425,Joe Lewis,86,Albany,M,Bahamas,Investments,,,2023,4,6000,Finance & Investments
425,Frank Lowy,92,Tel Aviv,M,Israel,Investments,,,2023,4,6000,Finance & Investments
425,Michael Milken,76,Los Angeles,M,United States,Investments,,,2023,4,6000,Finance & Investments
425,David Steward,71,St. Louis,M,United States,IT provider,,,2023,4,6000,Technology
425,Les Wexner & family,85,New Albany,M,United States,Retail,,,2023,4,6000,Fashion & Retail
437,Cai Kui,60,Chengdu,M,China,Real estate,,,2023,4,5900,Real Estate
437,Jaran Chiaravanont,93,Bangkok,M,Thailand,Diversified,,,2023,4,5900,Diversified
437,Andreas Halvorsen,61,Darien,M,United States,Hedge funds,Viking Global Investors,Investor,2023,4,5900,Finance & Investments
437,Antony Ressler,62,Los Angeles,M,United States,Finance,,,2023,4,5900,Finance & Investments
437,Tsai Eng-meng,66,Shanghai,M,China,"Food, beverages",,,2023,4,5900,Food & Beverage
442,Josh Harris,58,Miami,M,United States,Private equity,,,2023,4,5800,Finance & Investments
442,Niels Peter Louis-Hansen,75,Humlebaek,M,Denmark,Medical devices,,,2023,4,5800,Healthcare
442,Patrick Soon-Shiong,70,Los Angeles,M,United States,Pharmaceuticals,,,2023,4,5800,Healthcare
445,Rinat Akhmetov,56,Donetsk,M,Ukraine,"Steel, coal",,,2023,4,5700,Metals & Mining
445,John Brown,88,Atlanta,M,United States,Medical equipment,,,2023,4,5700,Healthcare
445,Clive Calder,76,Grand Cayman,M,Cayman Islands,Record label,,,2023,4,5700,Media & Entertainment
445,Arthur Irving,93,Saint John,M,Canada,Oil,,,2023,4,5700,Energy
445,Fredrik Lundberg,71,Stockholm,M,Sweden,"Real estate, investments",,,2023,4,5700,Real Estate
445,Thomas Schmidheiny,77,Jona,M,Switzerland,Cement,,,2023,4,5700,Construction & Engineering
445,Helmut Sohmen,83,Hong Kong,M,Hong Kong,Shipping,,,2023,4,5700,Logistics
445,Daniel Ziff,51,New York,M,United States,Investments,,,2023,4,5700,Finance & Investments
445,Dirk Ziff,59,North Palm Beach,M,United States,Investments,,,2023,4,5700,Finance & Investments
445,Robert Ziff,56,New York,M,United States,Investments,,,2023,4,5700,Finance & Investments
455,Maria Angelicoussis,41,,F,Greece,Shipping,,,2023,4,5600,Logistics
455,Ray Lee Hunt,79,Dallas,M,United States,"Oil, real estate",,,2023,4,5600,Energy
455,Lai Meisong,52,Shanghai,M,China,Package delivery,,,2023,4,5600,Logistics
455,Vikram Lal & family,81,Delhi,M,India,Motorcycles,,,2023,4,5600,Automotive
455,Ken Langone,87,Sands Point,M,United States,Investments,,,2023,4,5600,Finance & Investments
455,Li Ge,56,Shanghai,M,China,Pharmaceutical ingredients,,,2023,4,5600,Healthcare
455,Karen Pritzker,65,Branford,F,United States,"Hotels, investments",,,2023,4,5600,Finance & Investments
455,Robert Rowling,69,Dallas,M,United States,"Hotels, investments",,,2023,4,5600,Service
455,Teddy Sagi,51,Tel Aviv,M,Israel,Gambling software,,,2023,4,5600,Gambling & Casinos
455,Seo Jung-jin,65,Seoul,M,South Korea,Biotech,Celltrion Inc.,,2023,4,5600,Healthcare
455,Wu Jianshu,59,Ningbo,M,China,Auto parts,,,2023,4,5600,Automotive
466,Micky Arison,73,Bal Harbour,M,United States,Carnival Cruises,Carnival Corp.,Chairman and CEO,2023,4,5500,Service
466,James Chambers,65,Palisades,M,United States,"Media, automotive",,,2023,4,5500,Media & Entertainment
466,Pierre Chen,66,Taipei,M,Taiwan,Electronics,,,2023,4,5500,Technology
466,John Collison,32,San Francisco,M,United States,Payments software,Stripe,Cofounder,2023,4,5500,Technology
466,Patrick Collison,34,San Francisco,M,United States,Payment software,Stripe,Cofounder,2023,4,5500,Technology
466,Archie Aldis Emmerson & family,93,Redding,M,United States,"Timberland, lumber mills",,,2023,4,5500,Manufacturing
466,Piero Ferrari,77,Modena,M,Italy,Automobiles,,,2023,4,5500,Automotive
